gene_A,gene_B,K_final_A,K_final_B,discovery_sensitivity,discovery_specificity,GSE62452_sensitivity,GSE62452_specificity,tumor_spearman_r,threshold_instability_A,threshold_instability_B,mean_threshold_instability,performance_score,redundancy_penalty,threshold_instability_penalty,pair_score,redundancy_category
OCIAD2,CTTN,0.796545245774221,0.7441085239790581,0.4606741573033708,1.0,0.6666666666666666,0.8524590163934426,0.5354478902129842,0.00957360595802697,0.13151024790823873,0.07054192693313285,0.74494996009087,0.10708957804259685,0.007054192693313286,0.6308061893549598,moderate correlation
LAMA3,CST1,0.5507459804792868,0.5436593060985359,0.9213483146067416,1.0,1.0,0.0,0.3330010383775961,0.40231310213542243,0.2613835538362081,0.33184832798581526,0.7303370786516854,0.06660020767551922,0.033184832798581525,0.6305520381775847,low-to-moderate correlation / partial independence
TPX2,PTPRR,0.7229964697986911,0.5441886518479988,0.8820224719101124,1.0,1.0,0.0,0.4027391736651896,0.17221193540680635,0.02621672664746668,0.09921433102713652,0.7205056179775281,0.08054783473303792,0.009921433102713652,0.6300363501417765,moderate correlation
MISP,CST1,0.4408376629769242,0.5436593060985359,0.9213483146067416,1.0,1.0,0.0,0.36607397911014267,0.29398990912350004,0.2613835538362081,0.27768673147985407,0.7303370786516854,0.07321479582202854,0.02776867314798541,0.6293536096816715,low-to-moderate correlation / partial independence
AGR2,PTPRR,0.42747807269657895,0.5441886518479988,0.9606741573033708,0.9820359281437125,1.0,0.0,0.4543345086207608,0.2900457034734938,0.02621672664746668,0.15813121506048022,0.7356775213617708,0.09086690172415217,0.015813121506048022,0.6289974981315707,moderate correlation
CCNB1,LAMA3,0.7228724824339547,0.5507459804792868,0.9775280898876404,0.9880239520958084,1.0,0.0,0.4524646847767957,0.04176615865950621,0.40231310213542243,0.22203963039746433,0.7413880104958622,0.09049293695535915,0.022203963039746435,0.6286911105007565,moderate correlation
LAMA3,CEACAM5,0.5507459804792868,0.3827813825580026,0.949438202247191,0.9700598802395209,1.0,0.0,0.38406067705344904,0.40231310213542243,0.09847649330690951,0.25039479772116596,0.729874520621678,0.07681213541068982,0.025039479772116596,0.6280229054388716,low-to-moderate correlation / partial independence
PLAC8,PTPRR,0.6220726772459807,0.5441886518479988,0.9606741573033708,0.9880239520958084,1.0,0.0,0.5355045796511145,0.023424625728514163,0.02621672664746668,0.02482067618799042,0.7371745273497948,0.10710091593022292,0.0024820676187990425,0.627591543800773,moderate correlation
PLAC8,CST1,0.6220726772459807,0.5436593060985359,0.9157303370786517,1.0,1.0,0.0,0.43794145715571536,0.023424625728514163,0.2613835538362081,0.14240408978236113,0.7289325842696629,0.08758829143114308,0.014240408978236113,0.6271038838602837,moderate correlation
DOCK5,EDIL3,0.8486326400116809,0.6311502155526197,0.6853932584269663,0.9940119760479041,1.0,0.0,0.20348113807396462,0.05120461081083721,0.03610149953278518,0.04365305517181119,0.6698513086187177,0.040696227614792926,0.00436530551718112,0.6247897754867435,low-to-moderate correlation / partial independence
