gene,log2fc,fdr,auc,log2fc_val,fdr_val,auc_val,direction_consistent,protein_coding_status,stability_score
SLC25A24,2.7196393729395143,1.2876974607108568e-58,0.9734239386395747,0.5698504632929433,5.182320386013644e-08,0.8087431693989071,True,Protein Coding,0.8910835078404362
C1GALT1,3.0850003061293143,6.668100571442847e-70,0.9870315548677925,0.612866923259682,3.089933534220878e-07,0.7949631741506296,True,Protein Coding,0.8909970891969475
ATP2C1,2.2060085817129784,1.0101063654336225e-40,0.9781840812756509,0.5056042385364687,5.448577879777387e-08,0.8037538607745308,True,Protein Coding,0.8909689224799526
BGN,4.61890540604185,1.7632481290720077e-76,0.9838020588037408,1.2279140698503195,4.3167581697355544e-08,0.7978142076502732,True,Protein Coding,0.8908080947729742
COL12A1,4.877151308618717,1.2021036961832552e-89,0.9741640314875866,1.6498282418626733,4.503014951907768e-09,0.807080066524115,True,Protein Coding,0.8906220449953663
PSMD1,2.563375479378322,1.4861176131017313e-50,0.9911188858238579,0.5154119933475894,7.183897188914245e-07,0.7899738655262533,True,Protein Coding,0.8905457359156951
WDHD1,2.7577899650137927,1.2058428144432643e-47,0.9780663392316491,0.6059575742456658,6.896921080883583e-08,0.8028035162746496,True,Protein Coding,0.8904348663405551
VSIG2,6.695888912063514,3.5961267299480144e-94,0.9642568794994282,0.5949681848420054,9.905972022329973e-09,0.8165835115229271,True,Protein Coding,0.8904201866907001
GAN,1.5933329206755031,9.524069330024905e-40,0.9388245979950213,0.6000540817296249,3.36993823202165e-10,0.8417676407697791,True,Protein Coding,0.8902961190823758
ADGRF1,6.8026349021059005,2.0802753922911004e-73,0.9629785373074076,1.3791107008790688,3.464960461198153e-10,0.8175338560228083,True,Protein Coding,0.8902561963566377
AEBP1,4.3908285473995825,1.4330663229805038e-76,0.972381080535558,1.0748111974340695,8.749040307795885e-09,0.8080304110239962,True,Protein Coding,0.8902057379913313
RAD51AP1,3.5941173921819285,1.1443005854534294e-73,0.9810771714996972,0.5669857044428608,1.9462858201163334e-07,0.799239724400095,True,Protein Coding,0.8901582746996196
CHEK1,2.5454727174863754,7.194132700835666e-66,0.9881585144318106,0.5795240342124011,1.8636566275715376e-07,0.792112140650986,True,Protein Coding,0.890135161650738
TGM2,3.9257936116530985,6.160458723404161e-59,0.9523985736392383,1.2623196555001188,3.2713735075756326e-09,0.8277500593965312,True,Protein Coding,0.8900743136061193
CCNA2,3.630361094664603,5.242258495595601e-86,0.9827255601157235,0.6004362461392252,5.587740850058443e-07,0.796863863150392,True,Protein Coding,0.889794214438832
LDHA,2.968822902509589,6.935436285369025e-42,0.9538787593352619,0.8336096056070303,8.0774181978361e-09,0.8256117842717986,True,Protein Coding,0.8897452646166856
RARRES3,4.833516648725021,4.293116453366286e-85,0.9904124335598465,0.6068959824186289,1.0761051225257621e-07,0.789023521026372,True,Protein Coding,0.8897178815501019
ACTB,3.747788558837378,5.272258544773504e-53,0.9937092107918993,0.65926992397244,7.977362662167811e-07,0.7856973152767878,True,Protein Coding,0.8897025532857844
GBP4,3.917404265626051,8.105062373177823e-91,0.986947453407791,0.8328966239011626,1.4464359485390995e-07,0.792112140650986,True,Protein Coding,0.8895296683646009
ENO1,3.14004131736527,3.752860048090626e-49,0.9921953845118752,0.8517053480636729,3.1792373031225696e-07,0.7864100736516988,True,Protein Coding,0.8893024463513459
MR1,3.348262366278679,2.421912244194093e-78,0.9895545986678328,0.6360213566167738,1.3495939408226194e-07,0.7887859349014018,True,Protein Coding,0.8891701467827369
NPR3,4.262338131601965,2.4517894977248732e-82,0.9692693265155083,1.209425557139462,5.756705125180184e-09,0.8087431693989071,True,Protein Coding,0.889006242839461
ADSS,2.0692172744398842,4.404592338346106e-40,0.9757619592276121,0.5240052482774997,3.3267232106411497e-07,0.8020907578997386,True,Protein Coding,0.8889260628424803
MSLN,10.09677201439817,6.886833615156377e-100,0.9719101123595505,0.8181836944642438,4.1714986448297885e-09,0.8056545497742932,True,Protein Coding,0.8887823273593676
FOXQ1,3.88408662786786,3.144091788607033e-59,0.944745340779116,0.9997454430981225,5.70734631933294e-10,0.8327393680209075,True,Protein Coding,0.8887423538927757
DDX60L,2.099600719908497,6.178208902464958e-43,0.9622216241673955,0.9631044452363966,1.4608146111457513e-08,0.8149204086481349,True,Protein Coding,0.8885710034273899
TES,2.386037764919599,2.729621012986462e-45,0.9654679405234474,0.6598700403896425,1.593351106418016e-08,0.8115942028985508,True,Protein Coding,0.8885310575535794
CDK1,5.157420998452533,1.0217647040568073e-106,0.9939446948799031,0.6671180470420524,2.868607212554586e-06,0.7830838679021146,True,Protein Coding,0.8885117325925328
IL1RN,6.045083583395007,4.2847521535116e-102,0.9702785440355245,0.8281008766928002,9.027794810195776e-09,0.8066048942741745,True,Protein Coding,0.8884417111341799
BHLHE41,2.9870117674762833,2.2883817743965202e-62,0.9743995155755903,0.6870553789498688,3.019894778786285e-08,0.802328344024709,True,Protein Coding,0.8883639029724937
SFXN1,2.0529107885352893,9.988923219556005e-44,0.9756946780596111,0.519312064623425,7.056710123276781e-08,0.800902827274887,True,Protein Coding,0.888298689982581
BZW1,2.7408931743255063,2.3216729759770987e-52,0.9814135773397026,0.5623715205511992,2.486120924105292e-07,0.7950819672131146,True,Protein Coding,0.8882475514472714
PLA2G16,3.0838068492229023,6.240904034789078e-58,0.9834824732557357,0.5186559277738176,2.5377254088312897e-07,0.7928248990258969,True,Protein Coding,0.8881534607517988
VDR,4.114847547601426,5.995525621206178e-98,0.9867960707797888,0.5728822903302451,6.6845059600522e-08,0.7894986932763127,True,Protein Coding,0.8881473226597861
SIM2,3.94934299939447,1.393240753733435e-75,0.9876202650878019,0.5562519173200289,5.735913254160878e-08,0.7885483487764314,True,Protein Coding,0.8880842559923712
BPNT1,2.9939186436116527,5.600031160616508e-70,0.9916066742918658,0.5199483772867666,4.417902970433379e-06,0.7845093846519362,True,Protein Coding,0.8880541061176946
MAST2,2.256668771445872,4.034245711176871e-46,0.9672508914754759,0.5096147517224985,1.1717992243586519e-08,0.8087431693989071,True,Protein Coding,0.8879970200316493
KIAA1524,3.2100937226670254,4.125454618765558e-85,0.9778813160196461,0.6360988334521265,1.1410782486200239e-07,0.7980517937752436,True,Protein Coding,0.8879664535735128
NPC1,2.012971789006257,5.330473292627267e-38,0.9681087263674897,0.7948975766215263,7.202627303957993e-08,0.8077928248990259,True,Protein Coding,0.8879507116774729
PATL1,1.901299650137927,2.8524490735706697e-37,0.9567213886833076,0.5015419434545016,4.216486928135425e-09,0.8187217866476597,True,Protein Coding,0.8877215839224171
SUGCT,4.688423709883604,1.0411809449350754e-87,0.9765020520756243,0.6060376977904487,5.135969209192441e-09,0.7987645521501544,True,Protein Coding,0.8876332975540321
NCAPG,4.816230686940726,2.989022731797853e-97,0.988814505819821,0.775053578047042,6.193507763493929e-07,0.7864100736516988,True,Protein Coding,0.8876117399923992
TPI1,2.5103876505416114,8.777098387751864e-38,0.9896050595438336,0.5712524851508682,7.604986009817504e-08,0.7854597291518175,True,Protein Coding,0.887532326851111
ARHGAP42,3.5523823588777503,6.773745913834848e-84,0.9711363789275382,0.5448091589451174,6.415093795929941e-08,0.8037538607745307,True,Protein Coding,0.8874450629205975
FAM72A,3.7644702179909846,8.194573654638235e-56,0.9877043665478034,0.6139802518412925,3.7246070576959376e-07,0.7871228320266097,True,Protein Coding,0.8874132687605111
ARL4C,4.195261989504138,1.9473521627030314e-87,0.9767711767476283,0.8434686101211684,1.6196149654156318e-08,0.7980517937752435,True,Protein Coding,0.8874114708887867
KIF26B,5.4283354134427775,7.631661875068495e-118,0.9888649666958218,0.678089204086481,1.4259190778828993e-07,0.785934901401758,True,Protein Coding,0.8873998075127403
KIF18A,4.067732624638364,1.6178185397907037e-95,0.9806398439076903,0.595718127821335,6.48006507075452e-07,0.7940128296507484,True,Protein Coding,0.8873257617859792
TFAP2A,5.183940782479984,4.536810016963831e-99,0.9813967570477024,0.6007826752197665,2.5575152353184672e-08,0.7928248990258969,True,Protein Coding,0.887110805348805
YEATS2,1.6033841283724684,4.541757604908812e-31,0.9491354369911862,0.5707135923022104,2.8807454056176613e-09,0.8246614397719172,True,Protein Coding,0.8868984358266231
KIF11,4.233859035860863,7.352025778104219e-106,0.99312050057189,0.5949035043953432,1.5714010125087328e-06,0.7804704205274412,True,Protein Coding,0.886794067038381
MCM4,2.3107691213079455,2.201022963860476e-46,0.9657875260714526,0.5262244689950109,2.087102675149129e-07,0.8075552387740556,True,Protein Coding,0.8866711973653327
CIT,2.715166739554599,8.297923282814215e-57,0.9618515777433896,0.5104328629128054,1.088233993706635e-08,0.8111190306486102,True,Protein Coding,0.8864852945489655
FAM26E,4.033395075018503,9.457491293881264e-101,0.9831965282917311,0.7867639082917561,5.7336897840132556e-08,0.789736279401283,True,Protein Coding,0.8864663530192736
GABRP,7.356478880441365,5.162066085237474e-75,0.9591435107313463,1.8618975124732708,4.896632936260884e-09,0.8137324780232833,True,Protein Coding,0.8864379900367533
ARPC1B,3.6635266500706463,2.280862842371527e-64,0.9923299468478772,0.6546504846756962,1.0951623020583437e-07,0.7804704205274412,True,Protein Coding,0.8864000866124526
HDAC1,2.0955722397900827,2.149128690153997e-35,0.980185696023683,0.5642397980517924,3.735792554655806e-08,0.7925873129009267,True,Protein Coding,0.8863864713487438
MAL2,3.2228762228352283,2.5313855683155067e-60,0.9808585077036936,0.9085494250415778,2.572693833104575e-06,0.7913993822760751,True,Protein Coding,0.8861266652514123
PADI1,8.016432903855211,8.91253771575782e-72,0.9536937361232591,1.143900392017105,1.1951963970285746e-09,0.8184842005226896,True,Protein Coding,0.886088967263924
WDR1,2.7788564085312517,1.3589780369639345e-49,0.9867119693197874,0.5325775789973877,1.34633728873193e-06,0.7854597291518176,True,Protein Coding,0.8860846562653827
ATAD2,2.4249287896117875,2.012907446500653e-59,0.9771580434636344,0.5902421240199578,3.6243099794813423e-07,0.7949631741506297,True,Protein Coding,0.8860602876713014
FOXL1,7.549802613873378,1.6438109876332185e-113,0.9930868599878893,0.5104144880019001,2.551650227450473e-07,0.7783321454027085,True,Protein Coding,0.8857092766932134
SHCBP1,4.5489043059947525,3.206083654842465e-82,0.9823891542757182,0.7367754692325965,3.1876354351108837e-07,0.7890235210263721,True,Protein Coding,0.8857060553201543
DHRS9,7.499993325708135,1.4301797429043728e-84,0.9814303976317029,1.253235117605132,4.3882030735022334e-08,0.789736279401283,True,Protein Coding,0.8855832996552976
PON2,2.1190161441162623,2.15824304465627e-36,0.9662080333714593,0.5852466191494416,2.033035718969189e-08,0.8047042052744119,True,Protein Coding,0.8854561013212964
GPX8,3.4631343470362648,3.1847713245324786e-75,0.9711363789275381,1.0833929959610336,1.7735490418946665e-08,0.7990021382751248,True,Protein Coding,0.8850692429041941
PGM2,2.3424064522640116,3.278828716121565e-51,0.9677386799434838,0.6218648134948914,1.2685599518425875e-07,0.802328344024709,True,Protein Coding,0.8850333997122896
UBE2C,7.228459308349594,3.662717380943784e-79,0.9942306398439077,0.6159906985032073,5.38955789308296e-07,0.7757186980280352,True,Protein Coding,0.8849741919737502
AK4,4.60719602368297,3.919133387437167e-93,0.9790250958756644,0.5861119493941551,5.355498223123964e-08,0.7904490377761939,True,Protein Coding,0.8847370194438512
MCM6,2.956104161340241,9.60583015154614e-70,0.9934569064118952,0.558072934188643,2.777147171143159e-07,0.7757186980280352,True,Protein Coding,0.8845875565569139
TAP1,3.1130749613133277,3.8819140542887177e-60,0.9774103478436386,0.5616076407697772,1.246373675873989e-07,0.7916369684010455,True,Protein Coding,0.8845235478776418
SULF2,4.770973366749646,1.5950742113403893e-93,0.9924981497678799,1.0905409788548361,2.757869771400868e-07,0.776431456402946,True,Protein Coding,0.8844645591615385
CTSB,3.5799245004373272,1.0996984847667445e-59,0.9947520688959162,0.839937251128533,5.951008029210678e-07,0.7740555951532431,True,Protein Coding,0.884403305715149
ADAM28,3.908382769292875,8.300288764326655e-69,0.9571587162753146,1.2280712758374897,4.022606920925945e-09,0.8115942028985507,True,Protein Coding,0.8843764560294337
PGM2L1,2.5237682769292875,9.284620097616164e-57,0.9566036466393055,0.8300380684248045,4.351143493622933e-09,0.8120693751484913,True,Protein Coding,0.8843365070460234
COL5A2,5.343861939043261,2.0858436800251167e-104,0.9867119693197874,1.3648090710382519,7.162605244692362e-08,0.781895937277263,True,Protein Coding,0.884303889959324
ANXA8L1,6.098039366211398,1.0059871090693726e-58,0.9399010966830385,1.3290043066444914,3.131380566789621e-09,0.8287004038964125,True,Protein Coding,0.8843007475206434
SIPA1L1,1.744183347910921,1.2237302940241483e-30,0.9664771580434637,0.543499717272514,4.742678123574155e-07,0.8009028272748873,True,Protein Coding,0.8836895735534559
MMP9,7.7557273497947925,1.2864857208664343e-115,0.9973255735719573,0.7886111712995953,4.725774296394253e-07,0.7697790449037777,True,Protein Coding,0.8835518916909881
SEC23A,2.6329562739689165,1.0447026129851987e-57,0.974315414115589,0.7339629745782839,7.3915700058616e-08,0.7925873129009267,True,Protein Coding,0.8834512982073318
GCNT3,7.346147423131265,1.8579045265247997e-94,0.9776458319316423,1.3391473461629841,1.1410782486200239e-07,0.7890235210263721,True,Protein Coding,0.8833345756836086
EIF2AK2,2.1841334992935475,1.4977493811112538e-48,0.9723306196595572,0.5679384057971024,7.873743679871528e-08,0.7942504157757186,True,Protein Coding,0.8832904481696067
DAPP1,5.662225597120367,8.616583303088417e-102,0.9767207158716275,0.6131385958660021,6.548159492745513e-08,0.789736279401283,True,Protein Coding,0.8832284398012445
AGMO,6.957455251295161,1.4735105290615602e-84,0.9775280898876405,0.661601967213115,1.6983806910936262e-05,0.7886671418389166,True,Protein Coding,0.8830826175038873
ACSL3,2.5927602536500025,1.1185725709538376e-53,0.9880575926798089,0.5613017343787101,2.0572792500333304e-06,0.7778569731527678,True,Protein Coding,0.8829554664265915
ENTPD1,3.7863991522572835,7.177398323600112e-92,0.9900423871358407,0.847431672606322,2.2471078952776527e-07,0.7757186980280353,True,Protein Coding,0.8828803441891542
IFI6,4.84530861871762,2.7504213683261094e-77,0.985753212675772,0.7802435471608451,8.639641718542002e-08,0.7797576621525303,True,Protein Coding,0.8827553611472441
CHML,1.9418901231245376,7.366995079172138e-45,0.9462087061831393,0.6346140841054879,1.7245772954788887e-08,0.8191969588976004,True,Protein Coding,0.8827028173174772
TSC22D1,2.8048522169144854,2.2393161721009117e-81,0.9720110341115522,0.7015341910192454,4.193892236406192e-08,0.7933000712758376,True,Protein Coding,0.8826555156760723
C11orf80,2.276170614949876,3.232660750182721e-45,0.9554094059072866,0.5339745735329053,7.069312926027339e-09,0.809455927773818,True,Protein Coding,0.8824326606023597
IGFBP5,4.156573383569939,2.5455020483818936e-70,0.9667631030074681,1.4884163554288419,3.8962832323727756e-08,0.7980517937752435,True,Protein Coding,0.8824074140102623
ZNF532,2.3092420069972417,3.163342121681796e-45,0.9476720715871627,0.6714148134948905,1.3822130136317709e-08,0.8170586837728676,True,Protein Coding,0.882365365483846
LAMP5,7.3425998553454885,6.86509558186552e-106,0.9836338558837381,1.1619840532192942,1.6931792897537415e-07,0.7809455927773818,True,Protein Coding,0.882289574943091
TRIP13,3.4009496736863354,7.655927880494436e-83,0.973810805355581,0.5100766500356388,2.2986150015024632e-07,0.7902114516512235,True,Protein Coding,0.8820109257630011
SMURF1,1.7933488764044938,2.5084887539353643e-30,0.9374957949269999,0.5166524590163943,1.8538835078984398e-08,0.826086956521739,True,Protein Coding,0.8817913593769845
CDHR2,6.94920761286416,2.9026923775020536e-100,0.979933391643679,0.6869931836540739,3.9949234358101156e-05,0.7835590401520551,True,Protein Coding,0.8817109908116437
TUBB,2.582432934131737,1.1352515549775792e-40,0.9888649666958219,0.5332817177476823,2.175246766680459e-06,0.7745307674031836,True,Protein Coding,0.8816959491390683
TBL1XR1,1.8060045011101393,3.88214572195084e-33,0.9658043463634528,0.5236206343549545,7.454931306332958e-07,0.797576621525303,True,Protein Coding,0.8816898266501787
B4GALT4,2.478658628809796,3.738552125673792e-51,0.9886294826078181,0.5415472772630077,1.0530076300348006e-07,0.7745307674031837,True,Protein Coding,0.881580032174441
MSMO1,2.6835345858844115,1.1790728241851874e-49,0.9762665679876202,0.7644454977429325,6.638939499432631e-08,0.7868852459016393,True,Protein Coding,0.8815758484173387
MPZL2,2.6869268350938578,3.3766292370462964e-45,0.9223238915427571,0.8982402542171508,2.3386259242367773e-10,0.8408172962698979,True,Protein Coding,0.881570593700161
PMEPA1,3.483698751934334,4.6652127454099116e-61,0.9625243894234004,0.7845056711808036,3.436332579738673e-08,0.8001900688999762,True,Protein Coding,0.8813571988753226
ABLIM3,3.7066098600551705,1.4437578250120445e-79,0.9748200228755971,0.6525038417676425,2.4971500936561288e-06,0.7875980042765502,True,Protein Coding,0.8812068130649029
BMPR2,2.8008653939312382,6.993160420409067e-67,0.9825741774877211,0.6411256593014949,1.1302045914098985e-06,0.77952007602756,True,Protein Coding,0.8810461309941326
MUC13,5.7893371963937295,2.21934550160012e-88,0.9718596514835499,1.505711387502969,5.02926572687975e-07,0.7902114516512238,True,Protein Coding,0.8810351084711965
LBH,3.87246269932046,3.0807187196087015e-78,0.9798324698916773,0.6725544357329527,1.3467636000523545e-07,0.7821335234022333,True,Protein Coding,0.8809828779993721
DPYSL3,5.0255295397968105,2.302226326497903e-106,0.9904797147278477,1.1041630981230695,3.032577803156542e-07,0.7714421477785698,True,Protein Coding,0.8809606640949522
ALDOC,3.355505910650608,1.22272688139987e-72,0.9835833950077373,0.5871031313851285,1.8561066920668782e-07,0.7780945592777382,True,Protein Coding,0.8808388136496258
MX2,3.072373134629616,4.433587134140219e-60,0.9559644755432954,0.8187508030411026,4.3167581697355544e-08,0.8056545497742932,True,Protein Coding,0.8808094746363776
MOCOS,2.655476280024221,2.6628895715302953e-55,0.9421718361030748,0.5154678712283189,1.1358772855380085e-06,0.8194345450225706,True,Protein Coding,0.8808021900784854
ATP2C2,4.0667965114714395,2.2241189147066843e-61,0.9590257686873445,0.7867844238536454,6.822088344257811e-08,0.8025659301496793,True,Protein Coding,0.8807957893298408
HPGD,5.805965491488932,1.0214246174881171e-103,0.9837852385117406,1.06094794488002,1.1878077406409636e-05,0.7776193870277976,True,Protein Coding,0.8806918517195259
XAF1,2.624950941936352,1.2576594547323008e-37,0.903434703626455,0.955202126395819,1.6148644912785595e-11,0.8576859111427892,True,Protein Coding,0.8805603073704023
DIO2,4.4232657202449035,2.1229973642558727e-83,0.9734743995155756,0.6084577643145646,8.601415286350206e-08,0.7875980042765504,True,Protein Coding,0.8805361261574874
TMC5,5.790512097154007,4.5557884631698647e-82,0.9632140213954115,1.5531858256117834,2.8069264735593534e-08,0.7978142076502732,True,Protein Coding,0.8805140898074586
MB21D1,3.0440612056785303,1.9810469107297346e-76,0.9716746282715468,0.5144426490852938,2.2289112086093267e-06,0.7892611071513423,True,Protein Coding,0.8804659052267454
SMC4,1.766619514902779,3.515815880656649e-33,0.9497241472111955,0.6348749726775953,3.611953059458958e-08,0.81111903064861,True,Protein Coding,0.8804215571294882
MCU,2.973367916975038,1.1717598122600372e-63,0.9853999865437664,0.5127623901164187,5.339047884347272e-07,0.7751247327156092,True,Protein Coding,0.8802618896533989
ITGB6,2.6560026878826615,1.050935202124536e-24,0.9242918657067886,2.0242062057495858,8.130443737080692e-11,0.8360655737704917,True,Protein Coding,0.8801787196670777
ANXA2P1,3.394557128439751,3.7068674814562553e-32,0.9165881719706654,0.6048300166310305,2.8100751397918335e-11,0.8436683297695414,True,Protein Coding,0.8801282508453712
TMEM154,4.754500713180382,4.58031779555181e-92,0.9751564287156025,0.7309199429793303,1.1405073676116019e-07,0.7847469707769067,True,Protein Coding,0.879951599387115
ACTA2,4.272731699522304,4.11905406058134e-69,0.9784195653636547,1.2272148206224784,2.4138708629868074e-07,0.7814207650273224,True,Protein Coding,0.8799199527941237
TGFBI,4.555111562268721,5.403698871800922e-81,0.9878221085918052,1.0156461297220254,3.1792373031225696e-07,0.7719173200285104,True,Protein Coding,0.879869434578696
HTRA3,5.3676340409069505,1.1045558175018814e-100,0.9799165713516786,0.7118044024708956,3.9367659914084333e-07,0.7797576621525304,True,Protein Coding,0.8798367703808206
TNFRSF10A,3.2218149633317634,9.845756506333059e-70,0.9570409742313127,0.5802390757899722,2.8726366458973137e-08,0.8025659301496793,True,Protein Coding,0.8798034269169396
CD58,3.2819290991051604,1.8020316117887372e-72,0.9806734844916908,0.5219387645521492,3.8578030206103e-07,0.7788073176526491,True,Protein Coding,0.8797400616856522
EPS8L3,7.085738700127834,1.6186998693080488e-82,0.9707663325035322,0.597459672131146,8.118287929000743e-07,0.7885483487764314,True,Protein Coding,0.8796566265088248
PSMB9,4.340868680616296,1.3775112113891767e-84,0.9904124335598465,0.600773098123069,5.050010324324902e-07,0.7688287004038964,True,Protein Coding,0.8796201227725771
KIF4A,6.418663964206419,6.137901242764917e-100,0.996434098095943,0.5512403183654064,6.144464373513968e-06,0.7626514611546685,True,Protein Coding,0.8795373753060313
FRMD6,3.1506335127497813,2.327757375208966e-64,0.9571755365673148,0.8949012544547399,3.907347296415971e-08,0.8018531717747683,True,Protein Coding,0.8795143198053611
DNAJC13,1.6900645731009898,2.0995195244545243e-33,0.961750655991388,0.5044061962461388,4.5213337518398315e-07,0.7971014492753624,True,Protein Coding,0.8794256550155058
TSPAN15,3.563311794388751,1.0832462234751501e-67,0.9801352351476822,0.6248909432169167,3.864102136401926e-07,0.7778569731527678,True,Protein Coding,0.8789957644971527
FAM177A1,1.6879249444930373,2.586354938052366e-26,0.9631803808114108,0.5440671252078859,7.790367058884094e-07,0.7947255880256592,True,Protein Coding,0.8789522996818974
ACTR3,2.817002950279216,3.811875058739304e-52,0.9783522841956537,0.5751757567118094,9.458755465202406e-07,0.77952007602756,True,Protein Coding,0.8789353487473671
CXCL5,8.039127158043463,2.540047188144724e-74,0.9497241472111956,1.2254961986219994,1.6945182174962972e-08,0.8080304110239962,True,Protein Coding,0.8788772642248602
WISP1,5.323589211464711,1.0779487586268188e-80,0.9733230168875732,0.7970602565930145,9.872080800284363e-08,0.784271798526966,True,Protein Coding,0.8787973209516794
PLAUR,5.588414993608288,1.6990634599449792e-107,0.9883267173518131,0.6936715538132585,2.5394422245034006e-06,0.7690662865288667,True,Protein Coding,0.8786942705413403
SGCB,2.908587045011102,9.273295069716417e-66,0.9838020588037407,0.5016713803753872,6.857574103341219e-07,0.7735804229033024,True,Protein Coding,0.8786906382844918
ASPH,2.727871755365673,2.4768670859725637e-51,0.971001816591536,0.5611338512710873,2.7314566231551594e-06,0.7861724875267285,True,Protein Coding,0.8785847522364367
FNDC1,5.136316870752877,7.014507763767147e-88,0.9683610307474938,1.310494081729626,9.711088047982958e-08,0.7887859349014018,True,Protein Coding,0.8785733975054033
COL1A2,5.810745297046358,2.374222490061346e-96,0.9861064388077775,1.5259565454977437,3.7246070576959376e-07,0.7707293894036589,True,Protein Coding,0.8784175869295621
GREM1,5.440562494112898,9.920432842225932e-64,0.9502287559712037,1.0267067925873121,1.0078284992290443e-08,0.8066048942741744,True,Protein Coding,0.878416816269754
PPARG,4.4374895815111355,2.4953732539943343e-90,0.9794119625916705,0.8429105321929198,6.652225888971166e-07,0.777144214777857,True,Protein Coding,0.8782775044343398
BUB1B,4.156521943752944,2.0383387084583293e-79,0.9847103545717554,0.5057079092421,8.671540551156676e-06,0.7716797339035399,True,Protein Coding,0.8781874289337096
DKK1,6.625147379398507,6.461720515784451e-69,0.9567213886833076,0.974525640294607,1.2852741129523284e-07,0.7994773105250653,True,Protein Coding,0.8780992367443502
COL5A1,5.341541751328802,1.1030080739492223e-97,0.9825573571957209,0.734696312663341,2.1643253230060076e-07,0.7735804229033025,True,Protein Coding,0.8780687000068382
GPI,2.51499276727444,4.155495643718961e-42,0.9870483751597928,0.5315868543597055,1.6716328589062859e-06,0.7690662865288667,True,Protein Coding,0.8780558630548435
HOXB3,2.4123783051873784,1.0672209076997467e-43,0.9358810468949741,0.6577871465906391,1.1200486224728282e-09,0.8201473033974817,True,Protein Coding,0.8780141741628092
LOXL1,4.2319491253448165,1.1361267811683889e-89,0.98812487384781,0.5790855333808498,3.864102136401926e-07,0.7676407697790448,True,Protein Coding,0.8778824825905387
TGIF1,2.4270248032025834,7.452596253385001e-42,0.9504810603512076,0.5028860114041311,7.868765960960762e-07,0.8051793775243526,True,Protein Coding,0.8778295281937255
SLC16A1,4.10844322815044,1.2391482775333917e-98,0.991068424947857,0.6034516179615119,5.151372985320211e-06,0.7643145640294607,True,Protein Coding,0.8776869731724047
CKAP2,3.315080811410886,3.969551907211111e-83,0.9904965350198478,0.585613561416011,4.411189359297589e-06,0.7647897362794012,True,Protein Coding,0.8776392641995632
ADGRG6,3.179648950413779,9.126684173215711e-62,0.9457377380071319,0.7786438750296973,1.3945858976345926e-08,0.8094559277738179,True,Protein Coding,0.8775968206516331
FCGR3A,4.174999838525197,1.509682257312679e-70,0.9691347641795062,0.841289862200048,3.696710460558751e-07,0.7856973152767878,True,Protein Coding,0.8774157153728417
MX1,3.452151981430398,1.4614381194364345e-63,0.9709177151315347,0.7766059515324288,1.167334768032106e-07,0.783559040152055,True,Protein Coding,0.8772382752387091
ST6GALNAC1,5.674679745004373,3.065620982870734e-87,0.96375227073942,0.7646643252554055,7.551036355357337e-08,0.7906866239011641,True,Protein Coding,0.8772193810811327
GRN,3.5322372199421377,6.842382954516023e-62,0.9967368633519478,0.507347327156098,1.1179945045006963e-05,0.7574245664053219,True,Protein Coding,0.8770709091644425
CORIN,4.012743258426966,1.3288093626085797e-76,0.9667631030074683,0.8824794606794963,3.3210628203890286e-08,0.7868852459016394,True,Protein Coding,0.8768241453346721
EPHA2,3.3980754221893283,7.609768423741853e-61,0.9485130861871763,0.7273620432406744,6.00405032036394e-09,0.8049417913993823,True,Protein Coding,0.8767274335293636
STAT1,2.827644778981363,3.434072273796699e-54,0.974634999663594,0.6769051960085539,1.3068213551536845e-07,0.7788073176526491,True,Protein Coding,0.8767210440863283
SLC5A3,1.8626816692457784,4.5915722907223616e-40,0.9322983246989167,0.8101330102162017,2.3723454009683375e-09,0.8210976478973627,True,Protein Coding,0.8766979842183092
RIOK3,1.6367878288367086,2.7051875816260564e-25,0.9479580165511673,0.5123493418864342,8.441357624743756e-07,0.8054169636493229,True,Protein Coding,0.8766867500569822
NT5C2,1.5719069871492972,2.883031045849634e-25,0.9475879701271614,0.508266455215014,1.6685460238244287e-07,0.8056545497742932,True,Protein Coding,0.8766211136824356
LYZ,5.8928900491152545,2.9178074414917896e-81,0.9740967503195855,1.0469068353528135,8.661710290915772e-07,0.7790449037776194,True,Protein Coding,0.8765700677883471
GRAMD3,2.006132984592613,5.941553148270937e-40,0.9660230101594564,0.5329782608695659,4.764798665500181e-07,0.7868852459016394,True,Protein Coding,0.876453710417802
SAMD9L,2.8745937899481935,1.992816666457759e-58,0.9479243759671667,0.8677215561891183,1.2935236327235604e-08,0.8049417913993824,True,Protein Coding,0.8764330723464054
CTTN,1.2410260983650678,2.7973429022763134e-51,0.9113234205745812,0.7262719695889732,4.4630446704119083e-10,0.8412924685198384,True,Protein Coding,0.8763079441561096
S100A14,4.650868616699186,1.5426751425560753e-58,0.9464778308551436,1.0828960940841057,9.162974948350056e-09,0.8056545497742931,True,Protein Coding,0.8760661822873458
SLC44A4,4.885785447083361,3.49333357889032e-85,0.9650978940994416,1.0757625041577565,1.1380372235363769e-07,0.786647659776669,True,Protein Coding,0.8758726772604729
TAP2,2.7000117035591735,1.6395839936431332e-52,0.9763170288636212,0.5206005614952094,2.685350916764756e-07,0.7752435257780945,True,Protein Coding,0.8757800421431208
