gene,log2fc,fdr,auc,log2fc_val,fdr_val,auc_val,direction_consistent,protein_coding_status,stability_score
KNTC1,1.152938074412972,8.250470655301355e-17,0.8421079189934737,0.558157875980041,2.959718277120888e-08,0.7973390354003327,True,Protein Coding,0.8197234529353975
MUC1,2.792098735114039,6.442897174575787e-31,0.9082957680145327,0.8923613114754083,0.00014237368626348495,0.7312900926585887,True,Protein Coding,0.819676213395096
CP,3.753040254322815,1.5926338898326097e-37,0.8799872165780799,1.6682183654074612,2.115320195803303e-06,0.7593252554050843,True,Protein Coding,0.8196545021561925
HILPDA,1.8624099878893905,2.2909348889108415e-27,0.8966897665343471,0.7609818127821333,3.223967424647726e-05,0.7405559515324305,True,Protein Coding,0.8185964668990828
BTN3A2,2.0666653804750053,1.6837254510865173e-62,0.9355951019309695,0.5616323972440007,0.00011699520343759832,0.7011166547873604,True,Protein Coding,0.818260134646692
MRC1,3.29407605126825,9.104716617252551e-49,0.9244096077507905,0.9474308861962459,0.00011085722262098512,0.7108576859111428,True,Protein Coding,0.8175430062357575
HMGCS1,1.3715070207898816,9.892037864601436e-19,0.876000807374016,0.5751985673556668,2.7038764354932428e-06,0.7576621525302922,True,Protein Coding,0.8168292713407637
FCGR3B,3.475989379667631,1.8677266349776687e-35,0.8849492027181594,0.9150871109527214,5.210067344295933e-06,0.7438821572820148,True,Protein Coding,0.814411436839548
GXYLT2,2.2560008342864832,3.4656348531372583e-39,0.9242750454147884,0.6655721715371836,0.00043699577705480773,0.7049180327868854,True,Protein Coding,0.8142405638532464
DSG3,4.574161558904663,9.25232236602261e-37,0.8806768485500908,1.042874725588026,1.5082965115065525e-05,0.7464956046566881,True,Protein Coding,0.8135739553107154
GALNT3,1.8959375798963864,5.909247931038014e-28,0.9065464576465047,0.5619367830838691,0.0002772466253250141,0.7198859586600143,True,Protein Coding,0.8129907467038894
IGF2BP3,3.313010872636749,3.400287022526069e-25,0.8392989302294288,1.0003773818009032,1.3422735325671349e-08,0.7845093846519362,True,Protein Coding,0.8119041465427078
SCNN1A,1.7591882224315425,6.855957313370115e-18,0.8464811949135436,0.8686316559752916,1.7797700185920307e-06,0.7769066286528866,True,Protein Coding,0.8116924671547266
ARRDC3,1.8785169144856364,2.586354938052366e-26,0.8845455157101528,0.5372148325017818,2.6761409696540274e-05,0.7369921596578761,True,Protein Coding,0.8107471403669801
SRGAP2D,4.662336052613874,7.846152355891982e-25,0.8506526273296103,0.7129811617961499,1.4242788858813948e-06,0.7674031836540746,True,Protein Coding,0.8090267532104786
DUSP10,1.6100519511538716,6.957650315415521e-24,0.8904830787862477,0.5580499168448565,1.101552573319731e-05,0.7265383701591827,True,Protein Coding,0.8085018183020242
PLOD2,1.7869974803202582,3.415572007018579e-25,0.8839736257821436,0.615793544784986,6.233461534055148e-05,0.7312900926585887,True,Protein Coding,0.8075815157990849
LY75-CD302,4.3874276962928045,1.3244368012730436e-39,0.8559510193096952,0.5420829674507006,5.085116383736631e-06,0.7538607745307674,True,Protein Coding,0.8049018038800675
OSMR,2.049070789880912,4.836355615103399e-32,0.908867657942542,0.6711511808030401,0.00022847247041586814,0.7004038964124496,True,Protein Coding,0.804451940053699
ERV3-1,1.3723402543228151,1.8250147347691167e-25,0.8680111686738883,0.5894864480874311,1.7999509824192854e-05,0.7403183654074601,True,Protein Coding,0.8041502924690496
GRHL1,1.9114879028459935,2.2617451472196915e-34,0.8946713314943147,0.5399833071988591,5.215135685738764e-05,0.7129959610358755,True,Protein Coding,0.8037917252497546
PTPN22,1.9427873343201236,1.1392880706845335e-35,0.8976485231783624,0.5102370206699933,0.00013791941349586048,0.7099073414112615,True,Protein Coding,0.803667075713809
SERPINB3,5.000178675233803,4.825882131319097e-31,0.8673215367018773,1.1028336754573527,6.464302134465449e-05,0.7396056070325493,True,Protein Coding,0.8034116335543874
LAMB1,1.517147295297046,1.9584216739676016e-18,0.8812655587701003,0.5590071299596113,4.395875565661154e-05,0.7255880256593015,True,Protein Coding,0.8033914745726539
KRT6A,3.423031524591267,7.700933278849941e-19,0.8271042185292337,1.018563834640056,2.0020187266411746e-05,0.7792824899025897,True,Protein Coding,0.8031772741345492
ALOX5,1.7504218798358329,9.994165058356688e-22,0.8778678597860459,0.5104885340936098,2.1332262442981533e-05,0.7246376811594203,True,Protein Coding,0.8012356779383502
SERPINB2,3.7975990546995897,1.9757070829188417e-31,0.8922323891542756,0.6371645996673787,0.0012273102659187138,0.7044428605369446,True,Protein Coding,0.7973578168829679
ANKRD22,1.9631421651079866,1.9723171463106323e-17,0.8152290923770437,1.1394744286053706,7.752457506536751e-07,0.7700166310287481,True,Protein Coding,0.7926222472253904
USP41,3.908158225122788,2.5797651718527347e-18,0.8219067483011504,0.5664783297695415,1.0920645778567669e-06,0.7624138750296983,True,Protein Coding,0.792159446575208
CLEC7A,2.0817839635336073,2.573955964652814e-27,0.8732086389019713,0.6123969850320723,8.082449962561995e-05,0.7087194107864101,True,Protein Coding,0.7909000955726608
HLA-J,1.5590316389692527,4.801489340383839e-22,0.8209816322411356,0.5577242777381795,1.4118183743005386e-06,0.7538607745307674,True,Protein Coding,0.7874200916902283
CYP2C19,4.03978992464509,1.0497565653180084e-28,0.8106539729529705,0.6820782157282013,0.00017341537181918601,0.76383939177952,True,Protein Coding,0.7871101616901093
NALCN,1.9066431171365137,6.291874329277209e-29,0.8655385857498484,0.5422645093846521,0.000359424287675677,0.7018294131622713,True,Protein Coding,0.7834023243927926
SPRR1B,3.6965244869810947,1.1942925681771711e-18,0.8064657202449035,0.5386389379900214,2.646528201160362e-06,0.7479211214065099,True,Protein Coding,0.7771913639614008
SLCO1B3,4.930649226266567,6.225027835389271e-31,0.8409977797214558,0.9260434687574244,2.981445573049354e-05,0.7046804466619149,True,Protein Coding,0.7728160714141584
SLC26A9,2.2989462726232928,3.665607646713839e-18,0.8078281638969252,0.782369308624375,2.5872763705144753e-06,0.7346162984081729,True,Protein Coding,0.771220235787494
MIR4697HG,1.3147784431137723,7.414671911686185e-15,0.8046827692928749,0.5267955713946297,2.8151713960321255e-05,0.7272511285340936,True,Protein Coding,0.7659453856310295
