gene,cell_type,mean_expression,percent_expressing_fraction,n_cells,is_target_compartment,is_off_target_compartment,source_h5ad,annotation_version
TFF1,CAF / fibroblast,2.6648943424224854,0.5399188092016238,1478,0,1,GSE154778,v4_unbiased_metadata
HCP5,CAF / fibroblast,0.0,0.0,1478,0,1,GSE154778,v4_unbiased_metadata
RNF149,CAF / fibroblast,2.3496670722961426,0.4783491204330176,1478,0,1,GSE154778,v4_unbiased_metadata
GRAMD3,CAF / fibroblast,1.3246195316314697,0.2713125845737483,1478,0,1,GSE154778,v4_unbiased_metadata
FAM91A1,CAF / fibroblast,1.428895115852356,0.2929634641407307,1478,0,1,GSE154778,v4_unbiased_metadata
MMP1,CAF / fibroblast,0.9656091928482056,0.20027063599458728,1478,0,1,GSE154778,v4_unbiased_metadata
AMIGO2,CAF / fibroblast,0.9989917278289795,0.20433017591339647,1478,0,1,GSE154778,v4_unbiased_metadata
IL18,CAF / fibroblast,1.1977932453155518,0.2476319350473613,1478,0,1,GSE154778,v4_unbiased_metadata
GPX2,CAF / fibroblast,1.3523063659667969,0.27604871447902574,1478,0,1,GSE154778,v4_unbiased_metadata
CLDN4,CAF / fibroblast,1.5456697940826416,0.30649526387009474,1478,0,1,GSE154778,v4_unbiased_metadata
FAR2,CAF / fibroblast,0.3544045686721802,0.07374830852503383,1478,0,1,GSE154778,v4_unbiased_metadata
MXRA5,CAF / fibroblast,3.1304471492767334,0.6312584573748309,1478,0,1,GSE154778,v4_unbiased_metadata
TINAGL1,CAF / fibroblast,1.5931919813156128,0.32814614343707715,1478,0,1,GSE154778,v4_unbiased_metadata
UBA6,CAF / fibroblast,1.6070822477340698,0.32949932341001353,1478,0,1,GSE154778,v4_unbiased_metadata
OLFML2B,CAF / fibroblast,1.4727847576141357,0.2943166441136671,1478,0,1,GSE154778,v4_unbiased_metadata
ADAM22,CAF / fibroblast,0.4395214319229126,0.08795669824086604,1478,0,1,GSE154778,v4_unbiased_metadata
NCEH1,CAF / fibroblast,0.9272936582565308,0.19282814614343707,1478,0,1,GSE154778,v4_unbiased_metadata
IFI44,CAF / fibroblast,1.6043165922164917,0.3267929634641407,1478,0,1,GSE154778,v4_unbiased_metadata
GBP2,CAF / fibroblast,2.147103786468506,0.43504736129905275,1478,0,1,GSE154778,v4_unbiased_metadata
NMU,CAF / fibroblast,0.2532610595226288,0.05345060893098782,1478,0,1,GSE154778,v4_unbiased_metadata
IFI44L,CAF / fibroblast,1.634878396987915,0.33220568335588635,1478,0,1,GSE154778,v4_unbiased_metadata
GPSM2,CAF / fibroblast,0.5409187078475952,0.11096075778078485,1478,0,1,GSE154778,v4_unbiased_metadata
SLC5A3,CAF / fibroblast,0.013436608016490936,0.0027063599458728013,1478,0,1,GSE154778,v4_unbiased_metadata
PDGFC,CAF / fibroblast,2.6629278659820557,0.5365358592692828,1478,0,1,GSE154778,v4_unbiased_metadata
TYMS,CAF / fibroblast,0.7464768290519714,0.15290933694181327,1478,0,1,GSE154778,v4_unbiased_metadata
MVP,CAF / fibroblast,3.3174076080322266,0.6698240866035182,1478,0,1,GSE154778,v4_unbiased_metadata
LGALS3BP,CAF / fibroblast,4.138075828552246,0.8166441136671178,1478,0,1,GSE154778,v4_unbiased_metadata
KIAA1551,CAF / fibroblast,1.322790265083313,0.2713125845737483,1478,0,1,GSE154778,v4_unbiased_metadata
MMP11,CAF / fibroblast,2.9619271755218506,0.5953991880920162,1478,0,1,GSE154778,v4_unbiased_metadata
SEMA3C,CAF / fibroblast,2.0797154903411865,0.42016238159675234,1478,0,1,GSE154778,v4_unbiased_metadata
CRIP1,CAF / fibroblast,2.0681607723236084,0.41880920162381596,1478,0,1,GSE154778,v4_unbiased_metadata
PTK7,CAF / fibroblast,2.4119181632995605,0.4857916102841678,1478,0,1,GSE154778,v4_unbiased_metadata
FXYD5,CAF / fibroblast,3.087850332260132,0.6129905277401895,1478,0,1,GSE154778,v4_unbiased_metadata
MIR31HG,CAF / fibroblast,0.0,0.0,1478,0,1,GSE154778,v4_unbiased_metadata
MUC4,CAF / fibroblast,0.6612247228622437,0.13802435723951287,1478,0,1,GSE154778,v4_unbiased_metadata
TIMP2,CAF / fibroblast,4.175436973571777,0.8382949932341002,1478,0,1,GSE154778,v4_unbiased_metadata
RHPN2,CAF / fibroblast,0.7217977643013,0.15087956698240865,1478,0,1,GSE154778,v4_unbiased_metadata
CNN2,CAF / fibroblast,3.6423709392547607,0.7347767253044655,1478,0,1,GSE154778,v4_unbiased_metadata
MUC16,CAF / fibroblast,0.20518140494823456,0.04330175913396482,1478,0,1,GSE154778,v4_unbiased_metadata
ESM1,CAF / fibroblast,0.35138198733329773,0.07036535859269283,1478,0,1,GSE154778,v4_unbiased_metadata
TMEM45B,CAF / fibroblast,0.5349116325378418,0.11231393775372124,1478,0,1,GSE154778,v4_unbiased_metadata
NMI,CAF / fibroblast,1.4943872690200806,0.30581867388362655,1478,0,1,GSE154778,v4_unbiased_metadata
SLC2A1,CAF / fibroblast,1.5264887809753418,0.31393775372124494,1478,0,1,GSE154778,v4_unbiased_metadata
MFAP2,CAF / fibroblast,2.66365122795105,0.5338294993234101,1478,0,1,GSE154778,v4_unbiased_metadata
RASA2,CAF / fibroblast,1.2328163385391235,0.2530446549391069,1478,0,1,GSE154778,v4_unbiased_metadata
NQO1,CAF / fibroblast,1.7973250150680542,0.36400541271989173,1478,0,1,GSE154778,v4_unbiased_metadata
LGALS1,CAF / fibroblast,4.537415504455566,0.8951285520974289,1478,0,1,GSE154778,v4_unbiased_metadata
L3MBTL3,CAF / fibroblast,0.45953816175460815,0.09336941813261164,1478,0,1,GSE154778,v4_unbiased_metadata
CDH2,CAF / fibroblast,0.505550742149353,0.10284167794316644,1478,0,1,GSE154778,v4_unbiased_metadata
UBE2T,CAF / fibroblast,0.7356614470481873,0.15087956698240865,1478,0,1,GSE154778,v4_unbiased_metadata
IL1R2,CAF / fibroblast,0.36891233921051025,0.07645466847090664,1478,0,1,GSE154778,v4_unbiased_metadata
SERPINH1,CAF / fibroblast,4.486462593078613,0.9005412719891746,1478,0,1,GSE154778,v4_unbiased_metadata
PIAS3,CAF / fibroblast,0.9705654978752136,0.19891745602165087,1478,0,1,GSE154778,v4_unbiased_metadata
IQGAP1,CAF / fibroblast,2.790482997894287,0.5663058186738836,1478,0,1,GSE154778,v4_unbiased_metadata
ABHD17C,CAF / fibroblast,0.9456920623779297,0.1975642760487145,1478,0,1,GSE154778,v4_unbiased_metadata
POSTN,CAF / fibroblast,2.7535858154296875,0.5514208389715832,1478,0,1,GSE154778,v4_unbiased_metadata
SLFN13,CAF / fibroblast,0.39383435249328613,0.08254397834912043,1478,0,1,GSE154778,v4_unbiased_metadata
IFI27,CAF / fibroblast,3.7254786491394043,0.7043301759133965,1478,0,1,GSE154778,v4_unbiased_metadata
DYNLT1,CAF / fibroblast,3.6064188480377197,0.7192151556156969,1478,0,1,GSE154778,v4_unbiased_metadata
LAMB3,CAF / fibroblast,1.6185863018035889,0.33355886332882273,1478,0,1,GSE154778,v4_unbiased_metadata
SPDL1,CAF / fibroblast,0.6118867993354797,0.12381596752368065,1478,0,1,GSE154778,v4_unbiased_metadata
GREB1L,CAF / fibroblast,0.17001621425151825,0.035182679296346414,1478,0,1,GSE154778,v4_unbiased_metadata
PARP14,CAF / fibroblast,1.7959773540496826,0.36671177266576455,1478,0,1,GSE154778,v4_unbiased_metadata
APBB2,CAF / fibroblast,1.4399769306182861,0.29161028416779433,1478,0,1,GSE154778,v4_unbiased_metadata
IL2RA,CAF / fibroblast,0.0328085757791996,0.006765899864682003,1478,0,1,GSE154778,v4_unbiased_metadata
RBMS1,CAF / fibroblast,3.507742404937744,0.7070365358592693,1478,0,1,GSE154778,v4_unbiased_metadata
CDC6,CAF / fibroblast,0.23592454195022583,0.04871447902571042,1478,0,1,GSE154778,v4_unbiased_metadata
MMP3,CAF / fibroblast,0.6575186252593994,0.13667117726657646,1478,0,1,GSE154778,v4_unbiased_metadata
LINC01559,CAF / fibroblast,0.0,0.0,1478,0,1,GSE154778,v4_unbiased_metadata
SRPX2,CAF / fibroblast,1.340067982673645,0.2699594046008119,1478,0,1,GSE154778,v4_unbiased_metadata
CEACAM1,CAF / fibroblast,0.766944169998169,0.16035182679296348,1478,0,1,GSE154778,v4_unbiased_metadata
VSNL1,CAF / fibroblast,0.4415968656539917,0.08930987821380243,1478,0,1,GSE154778,v4_unbiased_metadata
IFITM10,CAF / fibroblast,0.4086674153804779,0.08322056833558863,1478,0,1,GSE154778,v4_unbiased_metadata
STIL,CAF / fibroblast,0.18520498275756836,0.03856562922868741,1478,0,1,GSE154778,v4_unbiased_metadata
CTSK,CAF / fibroblast,2.9937920570373535,0.5994587280108254,1478,0,1,GSE154778,v4_unbiased_metadata
OXR1,CAF / fibroblast,2.0152719020843506,0.41069012178619757,1478,0,1,GSE154778,v4_unbiased_metadata
CEP55,CAF / fibroblast,0.21788088977336884,0.04533152909336942,1478,0,1,GSE154778,v4_unbiased_metadata
ST6GALNAC1,CAF / fibroblast,0.5746586322784424,0.12110960757780785,1478,0,1,GSE154778,v4_unbiased_metadata
TSPAN8,CAF / fibroblast,1.834090232849121,0.36671177266576455,1478,0,1,GSE154778,v4_unbiased_metadata
CSGALNACT2,CAF / fibroblast,1.5563476085662842,0.31326116373477675,1478,0,1,GSE154778,v4_unbiased_metadata
CLIP4,CAF / fibroblast,0.7740305662155151,0.15832205683355885,1478,0,1,GSE154778,v4_unbiased_metadata
COL1A1,CAF / fibroblast,4.7309370040893555,0.9506089309878214,1478,0,1,GSE154778,v4_unbiased_metadata
NEK7,CAF / fibroblast,1.8187485933303833,0.37144790257104193,1478,0,1,GSE154778,v4_unbiased_metadata
ELK3,CAF / fibroblast,1.5397469997406006,0.31326116373477675,1478,0,1,GSE154778,v4_unbiased_metadata
MAML2,CAF / fibroblast,1.2251580953598022,0.2489851150202977,1478,0,1,GSE154778,v4_unbiased_metadata
CHST11,CAF / fibroblast,1.15367591381073,0.2327469553450609,1478,0,1,GSE154778,v4_unbiased_metadata
CEP170,CAF / fibroblast,1.3140943050384521,0.2665764546684709,1478,0,1,GSE154778,v4_unbiased_metadata
MYO1D,CAF / fibroblast,1.361090898513794,0.2767253044654939,1478,0,1,GSE154778,v4_unbiased_metadata
RAB23,CAF / fibroblast,1.2424594163894653,0.2496617050067659,1478,0,1,GSE154778,v4_unbiased_metadata
CORO1C,CAF / fibroblast,2.2044670581817627,0.4472259810554804,1478,0,1,GSE154778,v4_unbiased_metadata
SPRY4,CAF / fibroblast,1.0550535917282104,0.2144790257104195,1478,0,1,GSE154778,v4_unbiased_metadata
WNT2,CAF / fibroblast,0.8073676228523254,0.16238159675236807,1478,0,1,GSE154778,v4_unbiased_metadata
COMP,CAF / fibroblast,1.8479598760604858,0.37144790257104193,1478,0,1,GSE154778,v4_unbiased_metadata
KIF13B,CAF / fibroblast,0.9258441925048828,0.19079837618403248,1478,0,1,GSE154778,v4_unbiased_metadata
CCL18,CAF / fibroblast,0.32926711440086365,0.06765899864682003,1478,0,1,GSE154778,v4_unbiased_metadata
KDELC1,CAF / fibroblast,0.6782335638999939,0.13667117726657646,1478,0,1,GSE154778,v4_unbiased_metadata
HLA-F,CAF / fibroblast,2.0846171379089355,0.4242219215155616,1478,0,1,GSE154778,v4_unbiased_metadata
COL4A2,CAF / fibroblast,2.659426689147949,0.5317997293640054,1478,0,1,GSE154778,v4_unbiased_metadata
NRG3,CAF / fibroblast,0.1184035986661911,0.02503382949932341,1478,0,1,GSE154778,v4_unbiased_metadata
CD82,CAF / fibroblast,1.9307301044464111,0.39580514208389717,1478,0,1,GSE154778,v4_unbiased_metadata
CAMSAP2,CAF / fibroblast,1.1552212238311768,0.2354533152909337,1478,0,1,GSE154778,v4_unbiased_metadata
LEMD1,CAF / fibroblast,0.5815446376800537,0.12178619756427606,1478,0,1,GSE154778,v4_unbiased_metadata
KRT7,CAF / fibroblast,2.1183853149414062,0.428958051420839,1478,0,1,GSE154778,v4_unbiased_metadata
RAB25,CAF / fibroblast,1.0756750106811523,0.2239512855209743,1478,0,1,GSE154778,v4_unbiased_metadata
NUF2,CAF / fibroblast,0.26465871930122375,0.05480378890392422,1478,0,1,GSE154778,v4_unbiased_metadata
CKMT1A,CAF / fibroblast,0.3109789788722992,0.06562922868741543,1478,0,1,GSE154778,v4_unbiased_metadata
ASPN,CAF / fibroblast,2.7494399547576904,0.5487144790257105,1478,0,1,GSE154778,v4_unbiased_metadata
ERN2,CAF / fibroblast,0.6737385988235474,0.14073071718538566,1478,0,1,GSE154778,v4_unbiased_metadata
PLEKHG1,CAF / fibroblast,0.5758162140846252,0.11705006765899864,1478,0,1,GSE154778,v4_unbiased_metadata
PLEKHA2,CAF / fibroblast,0.8929892778396606,0.18200270635994586,1478,0,1,GSE154778,v4_unbiased_metadata
IGFL2,CAF / fibroblast,1.7058072090148926,0.34438430311231394,1478,0,1,GSE154778,v4_unbiased_metadata
KNTC1,CAF / fibroblast,0.206499382853508,0.04330175913396482,1478,0,1,GSE154778,v4_unbiased_metadata
BRIP1,CAF / fibroblast,0.08855346590280533,0.018267929634641408,1478,0,1,GSE154778,v4_unbiased_metadata
HLA-C,CAF / fibroblast,4.349817276000977,0.8464140730717186,1478,0,1,GSE154778,v4_unbiased_metadata
CST2,CAF / fibroblast,0.7439092993736267,0.14817320703653586,1478,0,1,GSE154778,v4_unbiased_metadata
DNAJA4,CAF / fibroblast,1.835173487663269,0.37483085250338294,1478,0,1,GSE154778,v4_unbiased_metadata
SLC7A7,CAF / fibroblast,0.8214272260665894,0.16914749661705006,1478,0,1,GSE154778,v4_unbiased_metadata
FXYD3,CAF / fibroblast,1.7447398900985718,0.3423545331529093,1478,0,1,GSE154778,v4_unbiased_metadata
KPNA2,CAF / fibroblast,1.2275913953781128,0.2496617050067659,1478,0,1,GSE154778,v4_unbiased_metadata
SPOCK1,CAF / fibroblast,1.5547406673431396,0.3119079837618403,1478,0,1,GSE154778,v4_unbiased_metadata
IL1A,CAF / fibroblast,0.05222652480006218,0.010825439783491205,1478,0,1,GSE154778,v4_unbiased_metadata
GBP3,CAF / fibroblast,1.6383432149887085,0.33626522327469555,1478,0,1,GSE154778,v4_unbiased_metadata
GAPDH,CAF / fibroblast,4.219554901123047,0.7855209742895806,1478,0,1,GSE154778,v4_unbiased_metadata
SMC6,CAF / fibroblast,1.1197506189346313,0.2280108254397835,1478,0,1,GSE154778,v4_unbiased_metadata
CALD1,CAF / fibroblast,4.368585109710693,0.8755074424898511,1478,0,1,GSE154778,v4_unbiased_metadata
DGKA,CAF / fibroblast,0.4499417543411255,0.09269282814614344,1478,0,1,GSE154778,v4_unbiased_metadata
KLK7,CAF / fibroblast,0.37404903769493103,0.07916102841677942,1478,0,1,GSE154778,v4_unbiased_metadata
PRDM1,CAF / fibroblast,1.1411707401275635,0.2313937753721245,1478,0,1,GSE154778,v4_unbiased_metadata
GPR87,CAF / fibroblast,0.1793353110551834,0.037889039242219216,1478,0,1,GSE154778,v4_unbiased_metadata
KCNN4,CAF / fibroblast,1.6386812925338745,0.33558863328822736,1478,0,1,GSE154778,v4_unbiased_metadata
MXD1,CAF / fibroblast,1.107750415802002,0.22868741542625168,1478,0,1,GSE154778,v4_unbiased_metadata
CLEC7A,CAF / fibroblast,0.10294663161039352,0.02097428958051421,1478,0,1,GSE154778,v4_unbiased_metadata
S100A6,CAF / fibroblast,4.259767532348633,0.7922868741542625,1478,0,1,GSE154778,v4_unbiased_metadata
SULT1B1,CAF / fibroblast,0.291725754737854,0.061569688768606225,1478,0,1,GSE154778,v4_unbiased_metadata
EPS8,CAF / fibroblast,2.633654832839966,0.5317997293640054,1478,0,1,GSE154778,v4_unbiased_metadata
ANKRD50,CAF / fibroblast,0.6421349048614502,0.13125845737483086,1478,0,1,GSE154778,v4_unbiased_metadata
FLNA,CAF / fibroblast,4.153067111968994,0.8328822733423545,1478,0,1,GSE154778,v4_unbiased_metadata
GALNT5,CAF / fibroblast,0.8398399353027344,0.17388362652232747,1478,0,1,GSE154778,v4_unbiased_metadata
COL3A1,CAF / fibroblast,4.2393879890441895,0.851150202976996,1478,0,1,GSE154778,v4_unbiased_metadata
SCIN,CAF / fibroblast,0.33685392141342163,0.07036535859269283,1478,0,1,GSE154778,v4_unbiased_metadata
HIST1H2BD,CAF / fibroblast,1.3033568859100342,0.2679296346414073,1478,0,1,GSE154778,v4_unbiased_metadata
WFDC2,CAF / fibroblast,1.706067442893982,0.3491204330175913,1478,0,1,GSE154778,v4_unbiased_metadata
TEP1,CAF / fibroblast,0.5108749270439148,0.10622462787550745,1478,0,1,GSE154778,v4_unbiased_metadata
MARCO,CAF / fibroblast,0.2349161058664322,0.04803788903924222,1478,0,1,GSE154778,v4_unbiased_metadata
KCND2,CAF / fibroblast,0.2906806766986847,0.05886332882273342,1478,0,1,GSE154778,v4_unbiased_metadata
UBE2C,CAF / fibroblast,0.7877079248428345,0.16102841677943167,1478,0,1,GSE154778,v4_unbiased_metadata
ARL6IP1,CAF / fibroblast,3.260321855545044,0.6468200270635994,1478,0,1,GSE154778,v4_unbiased_metadata
C15orf48,CAF / fibroblast,1.6470274925231934,0.33626522327469555,1478,0,1,GSE154778,v4_unbiased_metadata
MISP,CD8 T cells,1.9342561960220337,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
OCIAD2,CD8 T cells,3.5307047367095947,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
MMP12,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
CCNB1,CD8 T cells,1.6883180141448975,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
AGR2,CD8 T cells,2.2942311763763428,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
PLAC8,CD8 T cells,1.0303174257278442,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
LAMA3,CD8 T cells,1.9269120693206787,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
CEACAM5,CD8 T cells,0.9486105442047119,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
MMP9,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
CST1,CD8 T cells,0.5401557087898254,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
GRN,CD8 T cells,3.04423451423645,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
RCN1,CD8 T cells,3.509068012237549,0.7777777777777778,9,0,1,GSE154778,v4_unbiased_metadata
CTTN,CD8 T cells,4.118484020233154,0.8888888888888888,9,0,1,GSE154778,v4_unbiased_metadata
SDC1,CD8 T cells,3.60451078414917,0.7777777777777778,9,0,1,GSE154778,v4_unbiased_metadata
TPX2,CD8 T cells,0.5597055554389954,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
TOP2A,CD8 T cells,1.6140706539154053,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
PTPRR,CD8 T cells,0.5095398426055908,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
ETV1,CD8 T cells,0.5281216502189636,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
DOCK5,CD8 T cells,1.5270589590072632,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
EDIL3,CD8 T cells,1.068277359008789,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
DNTTIP1,CD8 T cells,2.57525634765625,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
DSG2,CD8 T cells,4.010927200317383,0.8888888888888888,9,0,1,GSE154778,v4_unbiased_metadata
CAPN9,CD8 T cells,0.5095398426055908,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
ANKLE2,CD8 T cells,1.9897732734680176,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
CDH3,CD8 T cells,0.942138671875,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
COL17A1,CD8 T cells,3.649203062057495,0.7777777777777778,9,0,1,GSE154778,v4_unbiased_metadata
DPCR1,CD8 T cells,1.0376614332199097,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
COLGALT1,CD8 T cells,1.5433584451675415,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
LMNB1,CD8 T cells,0.9790098667144775,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
UACA,CD8 T cells,2.537665367126465,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
SPARC,CD8 T cells,2.098594903945923,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
NT5C2,CD8 T cells,2.970264196395874,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
TXN,CD8 T cells,3.544783353805542,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
PLS1,CD8 T cells,1.0496954917907715,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
RNF145,CD8 T cells,3.1394741535186768,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
LOXL1,CD8 T cells,1.5704731941223145,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
SLC16A1,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
CLDN12,CD8 T cells,3.0329513549804688,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
PKM,CD8 T cells,2.9928603172302246,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
PYGB,CD8 T cells,3.699310302734375,0.7777777777777778,9,0,1,GSE154778,v4_unbiased_metadata
IDO1,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
PSMB8,CD8 T cells,3.495913505554199,0.7777777777777778,9,0,1,GSE154778,v4_unbiased_metadata
TMEM173,CD8 T cells,2.1170239448547363,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
MMP13,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
PXDN,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
CALM2,CD8 T cells,2.828246831893921,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
SLC44A4,CD8 T cells,2.5496225357055664,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
LGR5,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
TIMP1,CD8 T cells,2.1158838272094727,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
KIF4A,CD8 T cells,0.9030666351318359,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
NEK2,CD8 T cells,1.3853613138198853,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
FBXL2,CD8 T cells,1.0488991737365723,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
TFF1,CD8 T cells,0.5095398426055908,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
HCP5,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
RNF149,CD8 T cells,3.6622416973114014,0.7777777777777778,9,0,1,GSE154778,v4_unbiased_metadata
GRAMD3,CD8 T cells,2.6387505531311035,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
FAM91A1,CD8 T cells,1.9910378456115723,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
MMP1,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
AMIGO2,CD8 T cells,0.9533763527870178,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
IL18,CD8 T cells,1.4702601432800293,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
GPX2,CD8 T cells,2.561305522918701,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
CLDN4,CD8 T cells,3.894778251647949,0.7777777777777778,9,0,1,GSE154778,v4_unbiased_metadata
FAR2,CD8 T cells,0.5095398426055908,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
MXRA5,CD8 T cells,1.0303174257278442,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
TINAGL1,CD8 T cells,2.581019878387451,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
UBA6,CD8 T cells,2.657179832458496,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
OLFML2B,CD8 T cells,0.5401557087898254,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
ADAM22,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
NCEH1,CD8 T cells,1.0376614332199097,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
IFI44,CD8 T cells,2.657179832458496,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
GBP2,CD8 T cells,0.9607203602790833,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
NMU,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
IFI44L,CD8 T cells,3.062533378601074,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
GPSM2,CD8 T cells,0.4390706717967987,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
SLC5A3,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
PDGFC,CD8 T cells,2.098594903945923,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
TYMS,CD8 T cells,1.5898512601852417,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
MVP,CD8 T cells,3.0894973278045654,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
LGALS3BP,CD8 T cells,3.5136380195617676,0.7777777777777778,9,0,1,GSE154778,v4_unbiased_metadata
KIAA1551,CD8 T cells,2.646670341491699,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
MMP11,CD8 T cells,0.5401557087898254,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
SEMA3C,CD8 T cells,1.5889023542404175,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
CRIP1,CD8 T cells,3.0383894443511963,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
